x,y,Hour,Weekday,mean,std,upper_threshold,lower_threshold,deviation_type
2025-03-21 10:00:00,41,10,4,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-21 11:00:00,40,11,4,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-21 12:00:00,41,12,4,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-21 13:00:00,37,13,4,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-21 14:00:00,37,14,4,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
2025-03-21 15:00:00,991,15,4,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Above Normal
2025-03-21 16:00:00,33,16,4,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-21 17:00:00,32,17,4,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-21 18:00:00,32,18,4,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-21 19:00:00,32,19,4,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-21 20:00:00,32,20,4,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Below Normal
2025-03-21 21:00:00,33,21,4,33.294117647058826,2.6164075055874076,38.52693265823364,28.06130263588401,Normal
2025-03-21 22:00:00,32,22,4,30.764705882352942,2.7048431508293116,36.174392184011566,25.355019580694318,Normal
2025-03-21 23:00:00,32,23,4,31.0,2.2211108331943574,35.44222166638872,26.557778333611285,Normal
2025-03-22 00:00:00,33,0,5,30.375,2.7537852736430515,35.8825705472861,24.867429452713896,Normal
2025-03-22 01:00:00,33,1,5,30.75,2.9776948578836393,36.70538971576728,24.79461028423272,Normal
2025-03-22 02:00:00,33,2,5,32.0,3.5856858280031796,39.17137165600636,24.828628343993643,Normal
2025-03-22 03:00:00,35,3,5,32.1875,3.3509948771471856,38.889489754294374,25.48551024570563,Normal
2025-03-22 04:00:00,34,4,5,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-22 05:00:00,33,5,5,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-22 06:00:00,33,6,5,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-22 07:00:00,39,7,5,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-22 08:00:00,50,8,5,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-22 09:00:00,44,9,5,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-22 10:00:00,50,10,5,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-22 11:00:00,51,11,5,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-22 12:00:00,51,12,5,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-22 13:00:00,44,13,5,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-22 14:00:00,42,14,5,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
